date,code,name,market,total_shares,foreign_shares,foreign_ratio
2025-10-07,00660,元大歐洲50,TWSE,8031000,39823,0.49
2025-10-07,00661,元大日經225,TWSE,22925000,144120,0.62
2025-10-07,00662,富邦NASDAQ,TWSE,590529000,7918168,1.34
2025-10-07,00663L,國泰臺灣加權正2,TWSE,61163000,1687920,2.75
2025-10-07,00664R,國泰臺灣加權反1,TWSE,730575000,0,0.0
2025-10-07,00665L,富邦恒生國企正2,TWSE,447965000,2539000,0.56
2025-10-07,00666R,富邦恒生國企反1,TWSE,14124000,588000,4.16
2025-10-07,00668,國泰美國道瓊,TWSE,9033000,214566,2.37
2025-10-07,00668K,國泰美國道瓊+U,TWSE,2500,0,0.0
2025-10-07,00669R,國泰美國道瓊反1,TWSE,223117000,170000,0.07
2025-10-07,00670L,富邦NASDAQ正2,TWSE,68645000,213235,0.31
2025-10-07,00671R,富邦NASDAQ反1,TWSE,669384000,391000,0.05
2025-10-07,00673R,期元大S&P原油反1,TWSE,453703000,4180000,0.92
2025-10-07,00674R,期元大S&P黃金反1,TWSE,86603000,696000,0.8
2025-10-07,00675L,富邦臺灣加權正2,TWSE,114286000,3964900,3.46
2025-10-07,00676R,富邦臺灣加權反1,TWSE,127833683,698666,0.54
2025-10-07,00678,群益那斯達克生技,TWSE,8948000,232175,2.59
2025-10-07,00680L,元大美債20正2,TWSE,3391076000,17563060,0.51
2025-10-07,00681R,元大美債20反1,TWSE,7594000,1033000,13.6
2025-10-07,00682U,期元大美元指數,TWSE,7644000,167000,2.18
2025-10-07,00683L,期元大美元指正2,TWSE,13934000,96000,0.68
2025-10-07,00684R,期元大美元指反1,TWSE,9688000,0,0.0
2025-10-07,00685L,群益臺灣加權正2,TWSE,19639000,164129,0.83
2025-10-07,00686R,群益臺灣加權反1,TWSE,140276000,101000,0.07
2025-10-07,00688L,國泰20年美債正2,TWSE,1493615000,6947000,0.46
2025-10-07,00689R,國泰20年美債反1,TWSE,6889000,825000,11.97
2025-10-07,00690,兆豐藍籌30,TWSE,72830000,305574,0.41
2025-10-07,00692,富邦公司治理,TWSE,668780000,1024549,0.15
2025-10-07,00693U,期街口S&P黃豆,TWSE,80166000,623020,0.77
2025-10-07,00700,富邦恒生國企,TWSE,59483000,2237678,3.76
2025-10-07,00701,國泰股利精選30,TWSE,230391000,1516211,0.65
2025-10-07,00702,國泰標普低波高息,TWSE,6188000,151822,2.45
2025-10-07,00703,台新MSCI中國,TWSE,15050000,173000,1.14
2025-10-07,00706L,期元大S&P日圓正2,TWSE,807584000,225000,0.02
2025-10-07,00707R,期元大S&P日圓反1,TWSE,5855000,0,0.0
2025-10-07,00708L,期元大S&P黃金正2,TWSE,62073000,997230,1.6
2025-10-07,00709,富邦歐洲,TWSE,16960000,98055,0.57
2025-10-07,00710B,復華彭博非投等債,TWSE,205761000,695900,0.33
2025-10-07,00711B,復華彭博新興債,TWSE,1006261000,703127,0.06
2025-10-07,00712,復華富時不動產,TWSE,5000011000,18391861,0.36
2025-10-07,00713,元大台灣高息低波,TWSE,2892512000,27740402,0.95
2025-10-07,00714,群益道瓊美國地產,TWSE,27567000,304200,1.1
2025-10-07,00715L,期街口布蘭特正2,TWSE,1062384000,13867000,1.3
2025-10-07,00717,富邦美國特別股,TWSE,154105000,1255080,0.81
2025-10-07,00728,第一金工業30,TWSE,47423000,484615,1.02
2025-10-07,00730,富邦臺灣優質高息,TWSE,77044000,413213,0.53
2025-10-07,00731,復華富時高息低波,TWSE,45100000,1034305,2.29
2025-10-07,00733,富邦臺灣中小,TWSE,152466000,2706890,1.77
2025-10-07,00735,國泰臺韓科技,TWSE,8289000,1521495,18.35
2025-10-07,00736,國泰新興市場,TWSE,5727000,102000,1.78
2025-10-07,00737,國泰AI機器人,TWSE,24038000,388819,1.61
2025-10-07,00738U,期元大道瓊白銀,TWSE,105299000,732086,0.69
2025-10-07,00739,元大MSCI A股,TWSE,33988000,253026,0.74
2025-10-07,00752,中信中國50,TWSE,282716000,1576432,0.55
2025-10-07,00753L,中信中國50正2,TWSE,741157000,73080000,9.86
2025-10-07,00757,統一FANG+,TWSE,373494000,5345748,1.43
2025-10-07,00762,元大全球AI,TWSE,56248000,1485667,2.64
2025-10-07,00763U,期街口道瓊銅,TWSE,47065000,567530,1.2
2025-10-07,00770,國泰北美科技,TWSE,78458000,885317,1.12
2025-10-07,00771,元大US高息特別股,TWSE,16225000,56000,0.34
2025-10-07,00775B,新光投等債15+,TWSE,232600000,883000,0.37
2025-10-07,00783,富邦中証500,TWSE,14031000,455000,3.24
2025-10-07,00830,國泰費城半導體,TWSE,566965000,27516162,4.85
2025-10-07,00850,元大臺灣ESG永續,TWSE,462944000,1501506,0.32
2025-10-07,00851,台新全球AI,TWSE,6525000,52603,0.8
2025-10-07,00852L,國泰美國道瓊正2,TWSE,10365000,991000,9.56
2025-10-07,00861,元大全球未來通訊,TWSE,74412000,483822,0.65
2025-10-07,00865B,國泰US短期公債,TWSE,109244000,774300,0.7
2025-10-07,00875,國泰網路資安,TWSE,16488000,490711,2.97
2025-10-07,00876,元大全球5G,TWSE,82524000,259985,0.31
2025-10-07,00878,國泰永續高股息,TWSE,21182290000,190602905,0.89
2025-10-07,00881,國泰台灣科技龍頭,TWSE,2378403000,13172265,0.55
2025-10-07,00882,中信中國高股息,TWSE,2644349000,6560469,0.24
2025-10-07,00885,富邦越南,TWSE,889738000,23437569,2.63
2025-10-07,00891,中信關鍵半導體,TWSE,1108590000,19390727,1.74
2025-10-07,00892,富邦台灣半導體,TWSE,260292000,1563686,0.6
2025-10-07,00893,國泰智能電動車,TWSE,424884000,1380793,0.32
2025-10-07,00894,中信小資高價30,TWSE,126009000,989360,0.78
2025-10-07,00895,富邦未來車,TWSE,174916000,1080010,0.61
2025-10-07,00896,中信綠能及電動車,TWSE,225380000,1190503,0.52
2025-10-07,00897,富邦基因免疫生技,TWSE,192512000,2641200,1.37
2025-10-07,00898,國泰基因免疫革命,TWSE,201976000,1629300,0.8
2025-10-07,00899,FT潔淨能源,TWSE,22135000,108373,0.48
2025-10-07,00900,富邦特選高股息30,TWSE,2456525000,9500683,0.38
2025-10-07,00901,永豐智能車供應鏈,TWSE,66349000,578100,0.87
2025-10-07,00902,中信電池及儲能,TWSE,430997000,6275062,1.45
2025-10-07,00903,富邦元宇宙,TWSE,78221000,1690328,2.16
2025-10-07,00904,新光臺灣半導體30,TWSE,99112000,263981,0.26
2025-10-07,00905,FT臺灣Smart,TWSE,385327000,1104792,0.28
2025-10-07,00907,永豐優息存股,TWSE,213633000,1150238,0.53
2025-10-07,00908,富邦入息REITs+,TWSE,42416000,732751,1.72
2025-10-07,00909,國泰數位支付服務,TWSE,147204000,3069238,2.08
2025-10-07,00910,第一金太空衛星,TWSE,42439000,102729,0.24
2025-10-07,00911,兆豐洲際半導體,TWSE,21903000,3068354,14.0
2025-10-07,00912,中信臺灣智慧50,TWSE,61253000,633010,1.03
2025-10-07,00913,兆豐台灣晶圓製造,TWSE,11766000,293103,2.49
2025-10-07,00915,凱基優選高股息30,TWSE,1187983000,5440338,0.45
2025-10-07,00916,國泰全球品牌50,TWSE,74419000,1216720,1.63
2025-10-07,00917,中信特選金融,TWSE,28978000,423041,1.45
2025-10-07,00918,大華優利高填息30,TWSE,3635264000,31638434,0.87
2025-10-07,00919,群益台灣精選高息,TWSE,19531635000,110250391,0.56
2025-10-07,00920,富邦ESG綠色電力,TWSE,12280000,1695020,13.8
2025-10-07,00921,兆豐龍頭等權重,TWSE,108770000,812317,0.74
2025-10-07,00922,國泰台灣領袖50,TWSE,1403186000,198207721,14.12
2025-10-07,00923,群益台ESG低碳50,TWSE,808923000,1908858,0.23
2025-10-07,00924,復華S&P500成長,TWSE,486603000,1454200,0.29
2025-10-07,00926,凱基全球菁英55,TWSE,85982000,1796958,2.08
2025-10-07,00927,群益半導體收益,TWSE,568397000,4161684,0.73
2025-10-07,00929,復華台灣科技優息,TWSE,7838639000,67846473,0.86
2025-10-07,00930,永豐ESG低碳高息,TWSE,309779000,2343612,0.75
2025-10-07,00932,兆豐永續高息等權,TWSE,272783000,1671425,0.61
2025-10-07,00934,中信成長高股息,TWSE,573026000,7887415,1.37
2025-10-07,00935,野村臺灣新科技50,TWSE,390004000,16831056,4.31
2025-10-07,00936,台新永續高息中小,TWSE,681797000,6786385,0.99
2025-10-07,00938,凱基優選30,TWSE,101516000,1679950,1.65
2025-10-07,00939,統一台灣高息動能,TWSE,2303976000,6742026,0.29
2025-10-07,00940,元大台灣價值高息,TWSE,11957865000,141887010,1.18
2025-10-07,00941,中信上游半導體,TWSE,731291000,8198323,1.12
2025-10-07,00943,兆豐電子高息等權,TWSE,61889000,1485830,2.4
2025-10-07,00944,野村趨勢動能高息,TWSE,125081000,1245100,0.99
2025-10-07,00945B,凱基美國非投等債,TWSE,1006818000,26844074,2.66
2025-10-07,00946,群益科技高息成長,TWSE,748746000,3716124,0.49
2025-10-07,00947,台新臺灣IC設計,TWSE,138364000,5086154,3.67
2025-10-07,00949,復華日本龍頭,TWSE,223428000,2820413,1.26
2025-10-07,00951,台新日本半導體,TWSE,218042000,3448559,1.58
2025-10-07,00952,凱基台灣AI50,TWSE,250775000,6292335,2.5
2025-10-07,00953B,群益優選非投等債,TWSE,4016175000,34791460,0.86
2025-10-07,00954,中信日本半導體,TWSE,57747000,882200,1.52
2025-10-07,00956,中信日經高股息,TWSE,31130000,945000,3.03
2025-10-07,00960,野村全球航運龍頭,TWSE,153995000,1784014,1.15
2025-10-07,00961,FT臺灣永續高息,TWSE,364511000,9942660,2.72
2025-10-07,00962,台新AI優息動能,TWSE,65420000,1653000,2.52
2025-10-07,00963,中信全球高股息,TWSE,98933000,1078150,1.08
2025-10-07,00964,中信亞太高股息,TWSE,16624000,449000,2.7
2025-10-07,00965,元大航太防衛科技,TWSE,729492000,9127582,1.25
2025-10-07,00971,野村美國研發龍頭,TWSE,93177000,1512074,1.62
2025-10-07,00972,野村日本動能高息,TWSE,24172000,1369000,5.66
2025-10-07,00980A,主動野村臺灣優選,TWSE,340730000,2920140,0.85
2025-10-07,00981A,主動統一台股增長,TWSE,1511709000,37676088,2.49
2025-10-07,00981T,平衡凱基雙核收息,TWSE,182261000,619000,0.33
2025-10-07,00982A,主動群益台灣強棒,TWSE,1150436000,21146144,1.83
2025-10-07,00983A,主動中信ARK創新,TWSE,231686000,1257940,0.54
2025-10-07,00984A,主動安聯台灣高息,TWSE,195958000,699355,0.35
2025-10-07,00985A,主動野村台灣50,TWSE,401289000,1869000,0.46
2025-10-07,00985B,群益ESG投等債0-5,TWSE,719001000,11552900,1.6
2025-10-07,00986A,主動台新龍頭成長,TWSE,94827000,4369163,4.6
2025-10-07,1101,台泥,TWSE,7551181742,1424749887,18.86
2025-10-07,1101B,台泥乙特,TWSE,200000000,84248,0.04
2025-10-07,1102,亞泥,TWSE,3546562881,738310182,20.81
2025-10-07,1103,嘉泥,TWSE,790247459,34318879,4.34
2025-10-07,1104,環泥,TWSE,686681816,107565072,15.66
2025-10-07,1108,幸福,TWSE,404738049,5338971,1.31
2025-10-07,1109,信大,TWSE,341158868,8269896,2.42
2025-10-07,1110,東泥,TWSE,572000797,34170312,5.97
2025-10-07,1201,味全,TWSE,506062914,28565689,5.64
2025-10-07,1203,味王,TWSE,240000000,4008851,1.67
2025-10-07,1210,大成,TWSE,894767222,105541584,11.79
2025-10-07,1213,大飲,TWSE,56622627,12151,0.02
2025-10-07,1215,卜蜂,TWSE,294790098,134454521,45.61
2025-10-07,1216,統一,TWSE,5682015421,2041383820,35.92
2025-10-07,1217,愛之味,TWSE,494513336,38444663,7.77
2025-10-07,1218,泰山,TWSE,499999038,14376419,2.87
2025-10-07,1219,福壽,TWSE,341238364,17910064,5.24
2025-10-07,1220,台榮,TWSE,177077944,12441606,7.02
2025-10-07,1225,福懋油,TWSE,229638204,4484048,1.95
2025-10-07,1227,佳格,TWSE,915089591,54582441,5.96
2025-10-07,1229,聯華,TWSE,1795960668,168044615,9.35
2025-10-07,1231,聯華食,TWSE,298454475,9271957,3.1
2025-10-07,1232,大統益,TWSE,159974915,3708147,2.31
2025-10-07,1233,天仁,TWSE,90591948,5033381,5.55
2025-10-07,1234,黑松,TWSE,401871094,19270110,4.79
2025-10-07,1235,興泰,TWSE,157148197,384855,0.24
2025-10-07,1236,宏亞,TWSE,86674008,179786,0.2
2025-10-07,1256,鮮活果汁-KY,TWSE,33842160,1296976,3.83
2025-10-07,1301,台塑,TWSE,6365740781,1722079242,27.05
2025-10-07,1303,南亞,TWSE,7930821589,2098880015,26.46
2025-10-07,1304,台聚,TWSE,1188763500,342094418,28.77
2025-10-07,1305,華夏,TWSE,581050494,25332532,4.35
2025-10-07,1307,三芳,TWSE,397818126,27256018,6.85
2025-10-07,1308,亞聚,TWSE,593743919,26911461,4.53
2025-10-07,1309,台達化,TWSE,397586848,7529278,1.89
2025-10-07,1310,台苯,TWSE,527869764,30928198,5.85
2025-10-07,1312,國喬,TWSE,1106620328,65900389,5.95
2025-10-07,1312A,國喬特,TWSE,20000000,447334,2.23
2025-10-07,1313,聯成,TWSE,1359689607,103929939,7.64
2025-10-07,1314,中石化,TWSE,3784850130,375681311,9.92
2025-10-07,1315,達新,TWSE,99099000,1177011,1.18
2025-10-07,1316,上曜,TWSE,367089019,18599734,5.06
2025-10-07,1319,東陽,TWSE,591477068,98325413,16.62
2025-10-07,1321,大洋,TWSE,227228268,16357190,7.19
2025-10-07,1323,永裕,TWSE,91274554,1572805,1.72
2025-10-07,1324,地球,TWSE,75121882,417959,0.55
2025-10-07,1325,恆大,TWSE,85281198,1832711,2.14
2025-10-07,1326,台化,TWSE,5861186291,1875042618,31.99
2025-10-07,1337,再生-KY,TWSE,268954729,67504182,25.09
2025-10-07,1338,廣華-KY,TWSE,83840000,5092377,6.07
2025-10-07,1339,昭輝,TWSE,74123875,689064,0.92
2025-10-07,1340,勝悅-KY,TWSE,152922855,40563173,26.52
2025-10-07,1341,富林-KY,TWSE,52850634,42195969,79.84
2025-10-07,1342,八貫,TWSE,78615259,21604595,27.48
2025-10-07,1402,遠東新,TWSE,5352875227,985687931,18.41
2025-10-07,1409,新纖,TWSE,1618409286,166541413,10.29
2025-10-07,1410,南染,TWSE,63000000,11635509,18.46
2025-10-07,1413,宏洲,TWSE,132112454,511259,0.38
2025-10-07,1414,東和,TWSE,220000000,3864338,1.75
2025-10-07,1416,廣豐,TWSE,185342168,11000682,5.93
2025-10-07,1417,嘉裕,TWSE,189941840,1572255,0.82
2025-10-07,1418,東華,TWSE,56834309,546243,0.96
2025-10-07,1419,新紡,TWSE,300041280,2934780,0.97
2025-10-07,1423,利華,TWSE,99648000,1388665,1.39
2025-10-07,1432,大魯閣,TWSE,108000000,474695,0.43
2025-10-07,1434,福懋,TWSE,1684664637,111959940,6.64
2025-10-07,1435,中福,TWSE,139780080,300669,0.21
2025-10-07,1436,華友聯,TWSE,172700652,7419465,4.29
2025-10-07,1437,勤益控,TWSE,203371284,15901344,7.81
2025-10-07,1438,三地開發,TWSE,111205759,475774,0.42
2025-10-07,1439,雋揚,TWSE,92000000,535762,0.58
2025-10-07,1440,南紡,TWSE,1656815857,123074741,7.42
2025-10-07,1441,大東,TWSE,71744387,852676,1.18
2025-10-07,1442,名軒,TWSE,366211358,36011297,9.83
2025-10-07,1443,立益物流,TWSE,135343011,497827,0.36
2025-10-07,1444,力麗,TWSE,995595059,51417076,5.16
2025-10-07,1445,大宇,TWSE,130666034,3520739,2.69
2025-10-07,1446,宏和,TWSE,137709513,9143094,6.63
2025-10-07,1447,力鵬,TWSE,910071242,45131398,4.95
2025-10-07,1449,佳和,TWSE,123093910,10842223,8.8
2025-10-07,1451,年興,TWSE,198000000,11880255,6.0
2025-10-07,1452,宏益,TWSE,132641400,2378452,1.79
2025-10-07,1453,大將,TWSE,113243048,647442,0.57
2025-10-07,1454,台富,TWSE,129833848,512335,0.39
2025-10-07,1455,集盛,TWSE,531688380,12428900,2.33
2025-10-07,1456,怡華,TWSE,93720000,466963,0.49
2025-10-07,1457,宜進,TWSE,316730022,5437621,1.71
2025-10-07,1459,聯發,TWSE,358628907,5646912,1.57
2025-10-07,1460,宏遠,TWSE,694643484,11781668,1.69
2025-10-07,1463,強盛新,TWSE,173268381,16101987,9.29
2025-10-07,1464,得力,TWSE,425575733,9033917,2.12
2025-10-07,1465,偉全,TWSE,103607267,406084,0.39
2025-10-07,1466,聚隆,TWSE,111157320,2307718,2.07
2025-10-07,1467,南緯,TWSE,233624667,46228019,19.78
2025-10-07,1468,昶和,TWSE,160405244,3113069,1.94
2025-10-07,1470,大統新創,TWSE,85767000,199371,0.23
2025-10-07,1471,首利,TWSE,150414536,1585798,1.05
2025-10-07,1472,三洋實業,TWSE,52488082,719123,1.37
2025-10-07,1473,台南,TWSE,146153534,7707922,5.27
2025-10-07,1474,弘裕,TWSE,129896969,584624,0.45
2025-10-07,1475,業旺,TWSE,66016749,288792,0.43
2025-10-07,1476,儒鴻,TWSE,274367111,91569003,33.37
2025-10-07,1477,聚陽,TWSE,246693713,41084403,16.65
2025-10-07,1503,士電,TWSE,520972223,161849246,31.06
2025-10-07,1504,東元,TWSE,2138796616,340746088,15.93
2025-10-07,1506,正道,TWSE,300388501,1417313,0.47
2025-10-07,1512,瑞利,TWSE,98183498,5028823,5.12
2025-10-07,1513,中興電,TWSE,503112515,93992129,18.68
2025-10-07,1514,亞力,TWSE,273108473,38838075,14.22
2025-10-07,1515,力山,TWSE,181473500,10207443,5.62
2025-10-07,1516,川飛,TWSE,40008195,205389,0.51
2025-10-07,1517,利奇,TWSE,223300007,4728276,2.11
2025-10-07,1519,華城,TWSE,315880844,57257663,18.12
2025-10-07,1521,大億,TWSE,76230000,25153161,32.99
2025-10-07,1522,堤維西,TWSE,312897881,15522286,4.96
2025-10-07,1522A,堤維西甲特,TWSE,30000000,1485,0.0
2025-10-07,1524,耿鼎,TWSE,165310397,2369677,1.43
2025-10-07,1525,江申,TWSE,73400135,214025,0.29
2025-10-07,1526,日馳,TWSE,60000000,1090217,1.81
2025-10-07,1527,鑽全,TWSE,138570640,13230204,9.54
2025-10-07,1528,恩德,TWSE,191331000,7748527,4.04
2025-10-07,1529,樂事綠能,TWSE,155095074,3074048,1.98
2025-10-07,1530,亞崴,TWSE,94594171,686364,0.72
2025-10-07,1531,高林股,TWSE,182108080,2469222,1.35
2025-10-07,1532,勤美,TWSE,422604271,34891997,8.25
2025-10-07,1533,車王電,TWSE,98547486,5874500,5.96
2025-10-07,1535,中宇,TWSE,123742552,1215438,0.98
2025-10-07,1536,和大,TWSE,278959513,21885540,7.84
2025-10-07,1537,廣隆,TWSE,82062794,12713175,15.49
2025-10-07,1538,正峰,TWSE,32300000,5461,0.01
2025-10-07,1539,巨庭,TWSE,65370000,1110057,1.69
2025-10-07,1540,喬福,TWSE,85473612,2579363,3.01
2025-10-07,1541,錩泰,TWSE,78800000,7837591,9.94
2025-10-07,1558,伸興,TWSE,66535631,4109532,6.17
2025-10-07,1560,中砂,TWSE,146277234,26836000,18.34
2025-10-07,1563,巧新,TWSE,230782140,3407120,1.47
2025-10-07,1568,倉佑,TWSE,103086559,1314476,1.27
2025-10-07,1582,信錦,TWSE,144268604,14577434,10.1
2025-10-07,1583,程泰,TWSE,110400372,284405,0.25
2025-10-07,1587,吉茂,TWSE,80055672,16305045,20.36
2025-10-07,1589,永冠-KY,TWSE,133135941,5346551,4.01
2025-10-07,1590,亞德客-KY,TWSE,199999998,148733625,74.36
2025-10-07,1597,直得,TWSE,89261804,2832190,3.17
2025-10-07,1598,岱宇,TWSE,179142092,3899432,2.17
2025-10-07,1603,華電,TWSE,191688000,8885522,4.63
2025-10-07,1604,聲寶,TWSE,384200000,29108084,7.57
2025-10-07,1605,華新,TWSE,4431332948,594511787,13.41
2025-10-07,1608,華榮,TWSE,632773506,20186822,3.19
2025-10-07,1609,大亞,TWSE,785261944,86349777,10.99
2025-10-07,1611,中電,TWSE,322735742,32006952,9.91
2025-10-07,1612,宏泰,TWSE,316080063,62458113,19.76
2025-10-07,1614,三洋電,TWSE,269113406,6049744,2.24
2025-10-07,1615,大山,TWSE,196663702,1688715,0.85
2025-10-07,1616,億泰,TWSE,194148515,11371819,5.85
2025-10-07,1617,榮星,TWSE,169514700,32661846,19.26
2025-10-07,1618,合機,TWSE,192691747,3885936,2.01
2025-10-07,1626,艾美特-KY,TWSE,149821721,65038357,43.41
2025-10-07,1702,南僑,TWSE,294132962,27368279,9.3
2025-10-07,1707,葡萄王,TWSE,148137373,21584574,14.57
2025-10-07,1708,東鹼,TWSE,249001651,23055113,9.25
2025-10-07,1709,和益,TWSE,477016272,10587975,2.21
2025-10-07,1710,東聯,TWSE,885703029,48298768,5.45
2025-10-07,1711,永光,TWSE,547752226,22584895,4.12
2025-10-07,1712,興農,TWSE,420492585,65055545,15.47
2025-10-07,1713,國化,TWSE,150951700,2499849,1.65
2025-10-07,1714,和桐,TWSE,991824808,163569578,16.49
2025-10-07,1717,長興,TWSE,1178265483,145607212,12.35
2025-10-07,1718,中纖,TWSE,1685905745,102024407,6.05
2025-10-07,1720,生達,TWSE,178696089,6762366,3.78
2025-10-07,1721,三晃,TWSE,184884092,7219804,3.9
2025-10-07,1722,台肥,TWSE,980000000,94352455,9.62
2025-10-07,1723,中碳,TWSE,236904480,17250515,7.28
2025-10-07,1725,元禎,TWSE,181829978,529029,0.29
2025-10-07,1726,永記,TWSE,162000000,21003154,12.96
2025-10-07,1727,中華化,TWSE,125365479,4659762,3.71
2025-10-07,1730,花仙子,TWSE,63233851,4285817,6.77
2025-10-07,1731,美吾華,TWSE,132915244,1357475,1.02
2025-10-07,1732,毛寶,TWSE,42443957,2856408,6.72
2025-10-07,1733,五鼎,TWSE,99950192,5767290,5.77
2025-10-07,1734,杏輝,TWSE,181139784,8548110,4.71
2025-10-07,1735,日勝化,TWSE,99388000,50146851,50.45
2025-10-07,1736,喬山,TWSE,303394617,15975626,5.26
2025-10-07,1737,臺鹽,TWSE,200000000,17168694,8.58
2025-10-07,1752,南光,TWSE,100988472,1951260,1.93
2025-10-07,1760,寶齡富錦,TWSE,85739013,10443157,12.18
2025-10-07,1762,中化生,TWSE,76918000,1384967,1.8
2025-10-07,1773,勝一,TWSE,300000000,16247158,5.41
2025-10-07,1776,展宇,TWSE,60106952,440734,0.73
2025-10-07,1783,和康生,TWSE,89680115,6511817,7.26
2025-10-07,1786,科妍,TWSE,72191688,3334659,4.61
2025-10-07,1789,神隆,TWSE,790739222,20269128,2.56
2025-10-07,1795,美時,TWSE,267043812,157218265,58.87
2025-10-07,1802,台玻,TWSE,2908060800,169784252,5.83
2025-10-07,1805,寶徠,TWSE,134970455,738351,0.54
2025-10-07,1806,冠軍,TWSE,390403870,29079894,7.44
2025-10-07,1808,潤隆,TWSE,992257493,28948441,2.91
2025-10-07,1809,中釉,TWSE,167041937,5331707,3.19
2025-10-07,1810,和成,TWSE,302303719,16413339,5.42
2025-10-07,1817,凱撒衛,TWSE,72600000,1753349,2.41
2025-10-07,1903,士紙,TWSE,260039121,29062478,11.17
2025-10-07,1904,正隆,TWSE,1108274522,93996857,8.48
2025-10-07,1905,華紙,TWSE,1102835316,32843907,2.97
2025-10-07,1906,寶隆,TWSE,151000000,1127528,0.74
2025-10-07,1907,永豐餘,TWSE,1660371495,204631589,12.32
2025-10-07,1909,榮成,TWSE,1327685727,126502746,9.52
2025-10-07,2002,中鋼,TWSE,15734860997,2270518267,14.42
2025-10-07,2002A,中鋼特,TWSE,38267999,96651,0.25
2025-10-07,2006,東和鋼鐵,TWSE,730213818,110971319,15.19
2025-10-07,2007,燁興,TWSE,530651613,2525437,0.47
2025-10-07,2008,高興昌,TWSE,190852293,14571028,7.63
2025-10-07,2009,第一銅,TWSE,359622165,7607369,2.11
2025-10-07,2010,春源,TWSE,647655390,61633301,9.51
2025-10-07,2012,春雨,TWSE,302162700,3964500,1.31
2025-10-07,2013,中鋼構,TWSE,200000000,15268539,7.63
2025-10-07,2014,中鴻,TWSE,1435544446,64368228,4.48
2025-10-07,2015,豐興,TWSE,581599424,68136410,11.71
2025-10-07,2017,官田鋼,TWSE,446874691,8677278,1.94
2025-10-07,2020,美亞,TWSE,267031320,8686217,3.25
2025-10-07,2022,聚亨,TWSE,337168138,7258274,2.15
2025-10-07,2023,燁輝,TWSE,1926356214,114918242,5.96
2025-10-07,2024,志聯,TWSE,97500000,411780,0.42
2025-10-07,2025,千興,TWSE,172660536,1048737,0.6
2025-10-07,2027,大成鋼,TWSE,2584260615,574851410,22.24
2025-10-07,2028,威致,TWSE,325714800,2166171,0.66
2025-10-07,2029,盛餘,TWSE,321180000,213048000,66.33
2025-10-07,2030,彰源,TWSE,280526027,5887123,2.09
2025-10-07,2031,新光鋼,TWSE,321146341,36560812,11.38
2025-10-07,2032,新鋼,TWSE,130521545,1419186,1.08
